Entry Time,Exit Time,Type,Points,Duration_min,Reason
2025-10-21 21:35:00+02:00,2025-10-21 21:40:00+02:00,LONG,0.75,5.0,Divergence
2025-10-21 21:45:00+02:00,2025-10-21 21:45:00+02:00,LONG,0.0,0.0,Divergence
2025-10-21 21:48:00+02:00,2025-10-21 21:48:00+02:00,LONG,0.0,0.0,Divergence
2025-10-21 21:51:00+02:00,2025-10-21 21:52:00+02:00,LONG,4.0,1.0,Divergence
2025-10-21 21:56:00+02:00,2025-10-21 21:57:00+02:00,SHORT,3.0,1.0,Divergence
2025-10-21 22:00:00+02:00,2025-10-21 22:05:00+02:00,SHORT,42.25,5.0,Divergence
2025-10-21 22:08:00+02:00,2025-10-21 22:08:00+02:00,SHORT,-0.0,0.0,Divergence
2025-10-21 22:10:00+02:00,2025-10-21 22:11:00+02:00,SHORT,6.75,1.0,Divergence
2025-10-21 22:15:00+02:00,2025-10-21 22:15:00+02:00,LONG,0.0,0.0,Divergence
2025-10-21 22:19:00+02:00,2025-10-21 22:19:00+02:00,SHORT,-0.0,0.0,Divergence
2025-10-21 22:21:00+02:00,2025-10-21 22:23:00+02:00,SHORT,-1.25,2.0,Divergence
2025-10-21 22:26:00+02:00,2025-10-21 22:30:00+02:00,SHORT,-8.25,4.0,Divergence
2025-10-21 22:33:00+02:00,2025-10-21 22:33:00+02:00,SHORT,-0.0,0.0,Divergence
2025-10-21 22:35:00+02:00,2025-10-21 22:36:00+02:00,SHORT,-2.25,1.0,Divergence
2025-10-21 22:38:00+02:00,2025-10-21 22:40:00+02:00,LONG,2.0,2.0,Divergence
2025-10-22 00:01:00+02:00,2025-10-22 00:01:00+02:00,SHORT,-0.0,0.0,Divergence
2025-10-22 00:03:00+02:00,2025-10-22 00:03:00+02:00,SHORT,-0.0,0.0,Divergence
2025-10-22 00:06:00+02:00,2025-10-22 00:06:00+02:00,SHORT,-0.0,0.0,Divergence
2025-10-22 00:08:00+02:00,2025-10-22 00:08:00+02:00,SHORT,-0.0,0.0,Divergence
2025-10-22 00:10:00+02:00,2025-10-22 00:12:00+02:00,SHORT,-1.25,2.0,Divergence
2025-10-22 00:15:00+02:00,2025-10-22 00:17:00+02:00,LONG,6.0,2.0,Divergence
2025-10-22 00:20:00+02:00,2025-10-22 00:21:00+02:00,SHORT,1.0,1.0,Divergence
2025-10-22 00:24:00+02:00,2025-10-22 00:25:00+02:00,SHORT,-0.0,1.0,Divergence
2025-10-22 00:27:00+02:00,2025-10-22 00:28:00+02:00,LONG,-1.75,1.0,Divergence
2025-10-22 00:31:00+02:00,2025-10-22 00:37:00+02:00,LONG,-9.5,6.0,Divergence
2025-10-22 00:40:00+02:00,2025-10-22 00:42:00+02:00,SHORT,-3.0,2.0,Divergence
2025-10-22 00:46:00+02:00,2025-10-22 00:46:00+02:00,LONG,0.0,0.0,Divergence
2025-10-22 00:49:00+02:00,2025-10-22 00:49:00+02:00,SHORT,-0.0,0.0,Divergence
2025-10-22 00:51:00+02:00,2025-10-22 00:51:00+02:00,SHORT,-0.0,0.0,Divergence
2025-10-22 00:56:00+02:00,2025-10-22 00:56:00+02:00,LONG,0.0,0.0,Divergence
2025-10-22 00:58:00+02:00,2025-10-22 01:02:00+02:00,LONG,-11.0,4.0,Divergence
2025-10-22 01:05:00+02:00,2025-10-22 01:05:00+02:00,LONG,0.0,0.0,Divergence
2025-10-22 01:09:00+02:00,2025-10-22 01:09:00+02:00,LONG,0.0,0.0,Divergence
2025-10-22 01:11:00+02:00,2025-10-22 01:13:00+02:00,SHORT,-3.25,2.0,Divergence
2025-10-22 01:18:00+02:00,2025-10-22 01:20:00+02:00,LONG,-4.75,2.0,Divergence
2025-10-22 01:23:00+02:00,2025-10-22 01:24:00+02:00,LONG,1.25,1.0,Divergence
2025-10-22 01:26:00+02:00,2025-10-22 01:28:00+02:00,SHORT,5.0,2.0,Divergence
2025-10-22 01:30:00+02:00,2025-10-22 01:30:00+02:00,SHORT,-0.0,0.0,Divergence
2025-10-22 01:32:00+02:00,2025-10-22 01:32:00+02:00,SHORT,-0.0,0.0,Divergence
2025-10-22 01:35:00+02:00,2025-10-22 01:35:00+02:00,SHORT,-0.0,0.0,Divergence
2025-10-22 01:37:00+02:00,2025-10-22 01:38:00+02:00,LONG,-1.0,1.0,Divergence
2025-10-22 01:40:00+02:00,2025-10-22 01:41:00+02:00,SHORT,0.25,1.0,Divergence
2025-10-22 01:43:00+02:00,2025-10-22 01:48:00+02:00,SHORT,5.5,5.0,Divergence
2025-10-22 01:50:00+02:00,2025-10-22 01:51:00+02:00,LONG,-2.25,1.0,Divergence
2025-10-22 01:53:00+02:00,2025-10-22 01:55:00+02:00,SHORT,-1.5,2.0,Divergence
2025-10-22 01:57:00+02:00,2025-10-22 01:57:00+02:00,SHORT,-0.0,0.0,Divergence
2025-10-22 02:00:00+02:00,2025-10-22 02:06:00+02:00,SHORT,-4.25,6.0,Divergence
2025-10-22 02:08:00+02:00,2025-10-22 02:08:00+02:00,SHORT,-0.0,0.0,Divergence
2025-10-22 02:11:00+02:00,2025-10-22 02:16:00+02:00,LONG,-0.25,5.0,Divergence
2025-10-22 02:18:00+02:00,2025-10-22 02:19:00+02:00,SHORT,0.5,1.0,Divergence
2025-10-22 02:21:00+02:00,2025-10-22 02:22:00+02:00,SHORT,-1.0,1.0,Divergence
2025-10-22 02:24:00+02:00,2025-10-22 02:24:00+02:00,SHORT,-0.0,0.0,Divergence
2025-10-22 02:29:00+02:00,2025-10-22 02:31:00+02:00,SHORT,-4.25,2.0,Divergence
2025-10-22 02:34:00+02:00,2025-10-22 02:36:00+02:00,LONG,-2.0,2.0,Divergence
2025-10-22 02:42:00+02:00,2025-10-22 02:43:00+02:00,LONG,-2.25,1.0,Divergence
2025-10-22 02:46:00+02:00,2025-10-22 02:49:00+02:00,LONG,0.25,3.0,Divergence
2025-10-22 02:51:00+02:00,2025-10-22 02:56:00+02:00,SHORT,-2.0,5.0,Divergence
2025-10-22 03:00:00+02:00,2025-10-22 03:00:00+02:00,SHORT,-0.0,0.0,Divergence
2025-10-22 03:04:00+02:00,2025-10-22 03:05:00+02:00,LONG,2.5,1.0,Divergence
2025-10-22 03:08:00+02:00,2025-10-22 03:08:00+02:00,LONG,0.0,0.0,Divergence
2025-10-22 03:12:00+02:00,2025-10-22 03:12:00+02:00,LONG,0.0,0.0,Divergence
2025-10-22 03:14:00+02:00,2025-10-22 03:15:00+02:00,LONG,-1.25,1.0,Divergence
2025-10-22 03:22:00+02:00,2025-10-22 03:24:00+02:00,LONG,3.0,2.0,Divergence
2025-10-22 03:26:00+02:00,2025-10-22 03:27:00+02:00,LONG,2.75,1.0,Divergence
2025-10-22 03:29:00+02:00,2025-10-22 03:31:00+02:00,SHORT,3.5,2.0,Divergence
2025-10-22 03:35:00+02:00,2025-10-22 03:36:00+02:00,LONG,1.75,1.0,Divergence
2025-10-22 03:38:00+02:00,2025-10-22 03:39:00+02:00,SHORT,2.0,1.0,Divergence
2025-10-22 03:44:00+02:00,2025-10-22 03:45:00+02:00,LONG,0.25,1.0,Divergence
2025-10-22 03:48:00+02:00,2025-10-22 03:49:00+02:00,LONG,-2.0,1.0,Divergence
2025-10-22 03:51:00+02:00,2025-10-22 03:51:00+02:00,LONG,0.0,0.0,Divergence
2025-10-22 03:53:00+02:00,2025-10-22 03:57:00+02:00,SHORT,-13.75,4.0,Divergence
2025-10-22 03:59:00+02:00,2025-10-22 03:59:00+02:00,SHORT,-0.0,0.0,Divergence
2025-10-22 04:02:00+02:00,2025-10-22 04:04:00+02:00,SHORT,-0.75,2.0,Divergence
2025-10-22 04:07:00+02:00,2025-10-22 04:07:00+02:00,LONG,0.0,0.0,Divergence
2025-10-22 04:09:00+02:00,2025-10-22 04:10:00+02:00,LONG,3.0,1.0,Divergence
2025-10-22 04:13:00+02:00,2025-10-22 04:15:00+02:00,LONG,-0.25,2.0,Divergence
2025-10-22 04:17:00+02:00,2025-10-22 04:19:00+02:00,SHORT,-2.5,2.0,Divergence
2025-10-22 04:21:00+02:00,2025-10-22 04:21:00+02:00,SHORT,-0.0,0.0,Divergence
2025-10-22 04:23:00+02:00,2025-10-22 04:23:00+02:00,LONG,0.0,0.0,Divergence
2025-10-22 04:26:00+02:00,2025-10-22 04:28:00+02:00,SHORT,-1.5,2.0,Divergence
2025-10-22 04:30:00+02:00,2025-10-22 04:32:00+02:00,LONG,-4.5,2.0,Divergence
2025-10-22 04:34:00+02:00,2025-10-22 04:35:00+02:00,LONG,-0.5,1.0,Divergence
2025-10-22 04:37:00+02:00,2025-10-22 04:39:00+02:00,SHORT,1.75,2.0,Divergence
2025-10-22 04:41:00+02:00,2025-10-22 04:41:00+02:00,SHORT,-0.0,0.0,Divergence
2025-10-22 04:43:00+02:00,2025-10-22 04:43:00+02:00,LONG,0.0,0.0,Divergence
2025-10-22 04:46:00+02:00,2025-10-22 04:48:00+02:00,SHORT,-1.75,2.0,Divergence
2025-10-22 04:50:00+02:00,2025-10-22 04:50:00+02:00,SHORT,-0.0,0.0,Divergence
2025-10-22 04:58:00+02:00,2025-10-22 04:59:00+02:00,LONG,-1.0,1.0,Divergence
2025-10-22 05:01:00+02:00,2025-10-22 05:02:00+02:00,SHORT,1.0,1.0,Divergence
2025-10-22 05:05:00+02:00,2025-10-22 05:05:00+02:00,SHORT,-0.0,0.0,Divergence
2025-10-22 05:07:00+02:00,2025-10-22 05:07:00+02:00,SHORT,-0.0,0.0,Divergence
2025-10-22 05:10:00+02:00,2025-10-22 05:10:00+02:00,SHORT,-0.0,0.0,Divergence
2025-10-22 05:13:00+02:00,2025-10-22 05:16:00+02:00,SHORT,0.75,3.0,Divergence
2025-10-22 05:18:00+02:00,2025-10-22 05:18:00+02:00,SHORT,-0.0,0.0,Divergence
2025-10-22 05:20:00+02:00,2025-10-22 05:20:00+02:00,SHORT,-0.0,0.0,Divergence
2025-10-22 05:22:00+02:00,2025-10-22 05:22:00+02:00,LONG,0.0,0.0,Divergence
2025-10-22 05:25:00+02:00,2025-10-22 05:25:00+02:00,LONG,0.0,0.0,Divergence
2025-10-22 05:27:00+02:00,2025-10-22 05:27:00+02:00,SHORT,-0.0,0.0,Divergence
2025-10-22 05:31:00+02:00,2025-10-22 05:31:00+02:00,LONG,0.0,0.0,Divergence
2025-10-22 05:33:00+02:00,2025-10-22 05:35:00+02:00,SHORT,5.75,2.0,Divergence
2025-10-22 05:37:00+02:00,2025-10-22 05:39:00+02:00,LONG,-1.5,2.0,Divergence
2025-10-22 05:41:00+02:00,2025-10-22 05:41:00+02:00,SHORT,-0.0,0.0,Divergence
2025-10-22 05:43:00+02:00,2025-10-22 05:45:00+02:00,LONG,1.0,2.0,Divergence
2025-10-22 05:48:00+02:00,2025-10-22 05:52:00+02:00,LONG,5.5,4.0,Divergence
2025-10-22 05:55:00+02:00,2025-10-22 05:55:00+02:00,LONG,0.0,0.0,Divergence
2025-10-22 05:57:00+02:00,2025-10-22 06:00:00+02:00,LONG,14.5,3.0,Divergence
2025-10-22 06:04:00+02:00,2025-10-22 06:08:00+02:00,LONG,21.25,4.0,Divergence
2025-10-22 06:10:00+02:00,2025-10-22 06:10:00+02:00,LONG,0.0,0.0,Divergence
2025-10-22 06:12:00+02:00,2025-10-22 06:13:00+02:00,LONG,-6.0,1.0,Divergence
2025-10-22 06:16:00+02:00,2025-10-22 06:16:00+02:00,LONG,0.0,0.0,Divergence
2025-10-22 06:19:00+02:00,2025-10-22 06:19:00+02:00,LONG,0.0,0.0,Divergence
2025-10-22 06:24:00+02:00,2025-10-22 06:24:00+02:00,SHORT,-0.0,0.0,Divergence
2025-10-22 06:26:00+02:00,2025-10-22 06:27:00+02:00,SHORT,4.0,1.0,Divergence
2025-10-22 06:29:00+02:00,2025-10-22 06:29:00+02:00,SHORT,-0.0,0.0,Divergence
2025-10-22 06:31:00+02:00,2025-10-22 06:31:00+02:00,LONG,0.0,0.0,Divergence
2025-10-22 06:34:00+02:00,2025-10-22 06:34:00+02:00,LONG,0.0,0.0,Divergence
2025-10-22 06:40:00+02:00,2025-10-22 06:40:00+02:00,SHORT,-0.0,0.0,Divergence
2025-10-22 06:43:00+02:00,2025-10-22 06:44:00+02:00,LONG,-1.0,1.0,Divergence
2025-10-22 06:50:00+02:00,2025-10-22 06:50:00+02:00,SHORT,-0.0,0.0,Divergence
2025-10-22 06:55:00+02:00,2025-10-22 06:55:00+02:00,LONG,0.0,0.0,Divergence
2025-10-22 06:58:00+02:00,2025-10-22 06:59:00+02:00,SHORT,-0.25,1.0,Divergence
2025-10-22 07:02:00+02:00,2025-10-22 07:03:00+02:00,SHORT,-2.5,1.0,Divergence
2025-10-22 07:05:00+02:00,2025-10-22 07:06:00+02:00,LONG,-0.5,1.0,Divergence
2025-10-22 07:11:00+02:00,2025-10-22 07:11:00+02:00,LONG,0.0,0.0,Divergence
2025-10-22 07:15:00+02:00,2025-10-22 07:15:00+02:00,SHORT,-0.0,0.0,Divergence
2025-10-22 07:17:00+02:00,2025-10-22 07:17:00+02:00,SHORT,-0.0,0.0,Divergence
2025-10-22 07:20:00+02:00,2025-10-22 07:20:00+02:00,SHORT,-0.0,0.0,Divergence
2025-10-22 07:22:00+02:00,2025-10-22 07:22:00+02:00,SHORT,-0.0,0.0,Divergence
2025-10-22 07:26:00+02:00,2025-10-22 07:29:00+02:00,SHORT,3.25,3.0,Divergence
2025-10-22 07:32:00+02:00,2025-10-22 07:32:00+02:00,LONG,0.0,0.0,Divergence
2025-10-22 07:35:00+02:00,2025-10-22 07:35:00+02:00,SHORT,-0.0,0.0,Divergence
2025-10-22 07:37:00+02:00,2025-10-22 07:39:00+02:00,SHORT,4.25,2.0,Divergence
2025-10-22 07:43:00+02:00,2025-10-22 07:45:00+02:00,LONG,-3.5,2.0,Divergence
2025-10-22 07:51:00+02:00,2025-10-22 07:52:00+02:00,SHORT,-0.25,1.0,Divergence
2025-10-22 07:54:00+02:00,2025-10-22 07:54:00+02:00,SHORT,-0.0,0.0,Divergence
2025-10-22 07:56:00+02:00,2025-10-22 07:58:00+02:00,SHORT,-8.5,2.0,Divergence
2025-10-22 08:00:00+02:00,2025-10-22 08:06:00+02:00,SHORT,-1.0,6.0,Divergence
2025-10-22 08:08:00+02:00,2025-10-22 08:10:00+02:00,LONG,-1.5,2.0,Divergence
2025-10-22 08:12:00+02:00,2025-10-22 08:14:00+02:00,LONG,5.0,2.0,Divergence
2025-10-22 08:18:00+02:00,2025-10-22 08:23:00+02:00,SHORT,1.25,5.0,Divergence
2025-10-22 08:26:00+02:00,2025-10-22 08:26:00+02:00,LONG,0.0,0.0,Divergence
2025-10-22 08:29:00+02:00,2025-10-22 08:29:00+02:00,SHORT,-0.0,0.0,Divergence
2025-10-22 08:31:00+02:00,2025-10-22 08:34:00+02:00,SHORT,-1.0,3.0,Divergence
2025-10-22 08:39:00+02:00,2025-10-22 08:41:00+02:00,LONG,1.25,2.0,Divergence
2025-10-22 08:43:00+02:00,2025-10-22 08:43:00+02:00,LONG,0.0,0.0,Divergence
2025-10-22 08:46:00+02:00,2025-10-22 08:47:00+02:00,SHORT,-7.75,1.0,Divergence
2025-10-22 08:52:00+02:00,2025-10-22 08:54:00+02:00,SHORT,2.25,2.0,Divergence
2025-10-22 08:59:00+02:00,2025-10-22 09:00:00+02:00,SHORT,2.0,1.0,Divergence
2025-10-22 09:02:00+02:00,2025-10-22 09:02:00+02:00,SHORT,-0.0,0.0,Divergence
2025-10-22 09:04:00+02:00,2025-10-22 09:04:00+02:00,SHORT,-0.0,0.0,Divergence
2025-10-22 09:06:00+02:00,2025-10-22 09:08:00+02:00,SHORT,-3.5,2.0,Divergence
2025-10-22 09:11:00+02:00,2025-10-22 09:12:00+02:00,LONG,-4.0,1.0,Divergence
2025-10-22 09:17:00+02:00,2025-10-22 09:18:00+02:00,LONG,-2.25,1.0,Divergence
2025-10-22 09:20:00+02:00,2025-10-22 09:24:00+02:00,LONG,2.25,4.0,Divergence
2025-10-22 09:26:00+02:00,2025-10-22 09:27:00+02:00,LONG,-0.25,1.0,Divergence
2025-10-22 09:29:00+02:00,2025-10-22 09:30:00+02:00,LONG,3.0,1.0,Divergence
2025-10-22 09:32:00+02:00,2025-10-22 09:32:00+02:00,SHORT,-0.0,0.0,Divergence
2025-10-22 09:34:00+02:00,2025-10-22 09:35:00+02:00,SHORT,0.75,1.0,Divergence
2025-10-22 09:37:00+02:00,2025-10-22 09:37:00+02:00,LONG,0.0,0.0,Divergence
2025-10-22 09:40:00+02:00,2025-10-22 09:40:00+02:00,LONG,0.0,0.0,Divergence
2025-10-22 09:42:00+02:00,2025-10-22 09:45:00+02:00,LONG,-8.5,3.0,Divergence
2025-10-22 09:47:00+02:00,2025-10-22 09:47:00+02:00,SHORT,-0.0,0.0,Divergence
2025-10-22 09:50:00+02:00,2025-10-22 09:53:00+02:00,LONG,0.25,3.0,Divergence
2025-10-22 09:55:00+02:00,2025-10-22 09:55:00+02:00,SHORT,-0.0,0.0,Divergence
2025-10-22 09:58:00+02:00,2025-10-22 09:59:00+02:00,SHORT,-2.5,1.0,Divergence
2025-10-22 10:01:00+02:00,2025-10-22 10:03:00+02:00,SHORT,4.0,2.0,Divergence
2025-10-22 10:05:00+02:00,2025-10-22 10:05:00+02:00,SHORT,-0.0,0.0,Divergence
2025-10-22 10:07:00+02:00,2025-10-22 10:11:00+02:00,LONG,-14.0,4.0,Divergence
2025-10-22 10:13:00+02:00,2025-10-22 10:13:00+02:00,SHORT,-0.0,0.0,Divergence
2025-10-22 10:17:00+02:00,2025-10-22 10:18:00+02:00,LONG,0.25,1.0,Divergence
2025-10-22 10:20:00+02:00,2025-10-22 10:25:00+02:00,SHORT,-1.75,5.0,Divergence
2025-10-22 10:28:00+02:00,2025-10-22 10:28:00+02:00,LONG,0.0,0.0,Divergence
2025-10-22 10:30:00+02:00,2025-10-22 10:30:00+02:00,SHORT,-0.0,0.0,Divergence
2025-10-22 10:32:00+02:00,2025-10-22 10:34:00+02:00,LONG,-8.25,2.0,Divergence
2025-10-22 10:36:00+02:00,2025-10-22 10:40:00+02:00,LONG,-5.75,4.0,Divergence
2025-10-22 10:45:00+02:00,2025-10-22 10:47:00+02:00,LONG,4.5,2.0,Divergence
2025-10-22 10:49:00+02:00,2025-10-22 10:49:00+02:00,SHORT,-0.0,0.0,Divergence
2025-10-22 10:53:00+02:00,2025-10-22 10:57:00+02:00,SHORT,-8.0,4.0,Divergence
2025-10-22 11:03:00+02:00,2025-10-22 11:03:00+02:00,SHORT,-0.0,0.0,Divergence
2025-10-22 11:06:00+02:00,2025-10-22 11:06:00+02:00,SHORT,-0.0,0.0,Divergence
2025-10-22 11:08:00+02:00,2025-10-22 11:11:00+02:00,LONG,-2.25,3.0,Divergence
2025-10-22 11:13:00+02:00,2025-10-22 11:14:00+02:00,SHORT,-3.5,1.0,Divergence
2025-10-22 11:17:00+02:00,2025-10-22 11:19:00+02:00,SHORT,2.25,2.0,Divergence
2025-10-22 11:21:00+02:00,2025-10-22 11:23:00+02:00,LONG,6.0,2.0,Divergence
2025-10-22 11:25:00+02:00,2025-10-22 11:27:00+02:00,SHORT,-0.25,2.0,Divergence
2025-10-22 11:29:00+02:00,2025-10-22 11:30:00+02:00,LONG,0.75,1.0,Divergence
2025-10-22 11:33:00+02:00,2025-10-22 11:33:00+02:00,LONG,0.0,0.0,Divergence
2025-10-22 11:36:00+02:00,2025-10-22 11:36:00+02:00,SHORT,-0.0,0.0,Divergence
2025-10-22 11:39:00+02:00,2025-10-22 11:40:00+02:00,SHORT,3.5,1.0,Divergence
2025-10-22 11:43:00+02:00,2025-10-22 11:46:00+02:00,SHORT,9.5,3.0,Divergence
2025-10-22 11:51:00+02:00,2025-10-22 11:51:00+02:00,LONG,0.0,0.0,Divergence
2025-10-22 11:55:00+02:00,2025-10-22 11:59:00+02:00,LONG,11.25,4.0,Divergence
2025-10-22 12:01:00+02:00,2025-10-22 12:04:00+02:00,SHORT,-1.5,3.0,Divergence
2025-10-22 12:10:00+02:00,2025-10-22 12:11:00+02:00,LONG,0.5,1.0,Divergence
2025-10-22 12:16:00+02:00,2025-10-22 12:18:00+02:00,LONG,5.75,2.0,Divergence
2025-10-22 12:20:00+02:00,2025-10-22 12:22:00+02:00,SHORT,-4.25,2.0,Divergence
2025-10-22 12:25:00+02:00,2025-10-22 12:25:00+02:00,SHORT,-0.0,0.0,Divergence
2025-10-22 12:27:00+02:00,2025-10-22 12:28:00+02:00,SHORT,-0.0,1.0,Divergence
2025-10-22 12:31:00+02:00,2025-10-22 12:33:00+02:00,LONG,0.5,2.0,Divergence
2025-10-22 12:38:00+02:00,2025-10-22 12:38:00+02:00,SHORT,-0.0,0.0,Divergence
2025-10-22 12:40:00+02:00,2025-10-22 12:41:00+02:00,LONG,5.75,1.0,Divergence
2025-10-22 12:43:00+02:00,2025-10-22 12:43:00+02:00,LONG,0.0,0.0,Divergence
2025-10-22 12:45:00+02:00,2025-10-22 12:47:00+02:00,LONG,-4.25,2.0,Divergence
2025-10-22 12:50:00+02:00,2025-10-22 12:54:00+02:00,LONG,-5.25,4.0,Divergence
2025-10-22 12:56:00+02:00,2025-10-22 12:56:00+02:00,SHORT,-0.0,0.0,Divergence
2025-10-22 12:58:00+02:00,2025-10-22 12:59:00+02:00,SHORT,2.0,1.0,Divergence
2025-10-22 13:01:00+02:00,2025-10-22 13:01:00+02:00,LONG,0.0,0.0,Divergence
2025-10-22 13:03:00+02:00,2025-10-22 13:04:00+02:00,SHORT,8.75,1.0,Divergence
2025-10-22 13:07:00+02:00,2025-10-22 13:07:00+02:00,SHORT,-0.0,0.0,Divergence
2025-10-22 13:09:00+02:00,2025-10-22 13:09:00+02:00,SHORT,-0.0,0.0,Divergence
2025-10-22 13:11:00+02:00,2025-10-22 13:12:00+02:00,LONG,6.75,1.0,Divergence
2025-10-22 13:15:00+02:00,2025-10-22 13:16:00+02:00,LONG,-15.0,1.0,Divergence
2025-10-22 13:18:00+02:00,2025-10-22 13:19:00+02:00,LONG,6.5,1.0,Divergence
2025-10-22 13:21:00+02:00,2025-10-22 13:22:00+02:00,LONG,-3.0,1.0,Divergence
2025-10-22 13:25:00+02:00,2025-10-22 13:28:00+02:00,LONG,-10.25,3.0,Divergence
2025-10-22 13:30:00+02:00,2025-10-22 13:31:00+02:00,SHORT,-7.25,1.0,Divergence
2025-10-22 13:34:00+02:00,2025-10-22 13:36:00+02:00,LONG,-7.75,2.0,Divergence
2025-10-22 13:39:00+02:00,2025-10-22 13:39:00+02:00,SHORT,-0.0,0.0,Divergence
2025-10-22 13:43:00+02:00,2025-10-22 13:43:00+02:00,SHORT,-0.0,0.0,Divergence
2025-10-22 13:45:00+02:00,2025-10-22 13:45:00+02:00,LONG,0.0,0.0,Divergence
2025-10-22 13:52:00+02:00,2025-10-22 13:52:00+02:00,LONG,0.0,0.0,Divergence
2025-10-22 13:54:00+02:00,2025-10-22 13:58:00+02:00,LONG,-8.25,4.0,Divergence
2025-10-22 14:00:00+02:00,2025-10-22 14:02:00+02:00,LONG,15.75,2.0,Divergence
2025-10-22 14:04:00+02:00,2025-10-22 14:04:00+02:00,SHORT,-0.0,0.0,Divergence
2025-10-22 14:07:00+02:00,2025-10-22 14:10:00+02:00,LONG,4.25,3.0,Divergence
2025-10-22 14:12:00+02:00,2025-10-22 14:13:00+02:00,LONG,0.0,1.0,Divergence
2025-10-22 14:16:00+02:00,2025-10-22 14:17:00+02:00,LONG,2.5,1.0,Divergence
2025-10-22 14:19:00+02:00,2025-10-22 14:19:00+02:00,LONG,0.0,0.0,Divergence
2025-10-22 14:21:00+02:00,2025-10-22 14:21:00+02:00,SHORT,-0.0,0.0,Divergence
2025-10-22 14:24:00+02:00,2025-10-22 14:25:00+02:00,SHORT,-1.5,1.0,Divergence
2025-10-22 14:27:00+02:00,2025-10-22 14:32:00+02:00,LONG,-1.0,5.0,Divergence
2025-10-22 14:35:00+02:00,2025-10-22 14:36:00+02:00,LONG,0.0,1.0,Divergence
2025-10-22 14:41:00+02:00,2025-10-22 14:41:00+02:00,LONG,0.0,0.0,Divergence
2025-10-22 14:43:00+02:00,2025-10-22 14:43:00+02:00,LONG,0.0,0.0,Divergence
2025-10-22 14:46:00+02:00,2025-10-22 14:47:00+02:00,SHORT,1.5,1.0,Divergence
2025-10-22 14:49:00+02:00,2025-10-22 14:50:00+02:00,SHORT,1.25,1.0,Divergence
2025-10-22 14:52:00+02:00,2025-10-22 14:52:00+02:00,LONG,0.0,0.0,Divergence
2025-10-22 14:54:00+02:00,2025-10-22 14:55:00+02:00,LONG,0.75,1.0,Divergence
2025-10-22 15:01:00+02:00,2025-10-22 15:01:00+02:00,SHORT,-0.0,0.0,Divergence
2025-10-22 15:06:00+02:00,2025-10-22 15:08:00+02:00,SHORT,-6.0,2.0,Divergence
2025-10-22 15:10:00+02:00,2025-10-22 15:11:00+02:00,LONG,2.75,1.0,Divergence
2025-10-22 15:13:00+02:00,2025-10-22 15:13:00+02:00,LONG,0.0,0.0,Divergence
2025-10-22 15:17:00+02:00,2025-10-22 15:24:00+02:00,LONG,-3.25,7.0,Divergence
2025-10-22 15:26:00+02:00,2025-10-22 15:26:00+02:00,SHORT,-0.0,0.0,Divergence
2025-10-22 15:28:00+02:00,2025-10-22 15:28:00+02:00,SHORT,-0.0,0.0,Divergence
2025-10-22 15:31:00+02:00,2025-10-22 15:36:00+02:00,SHORT,28.5,5.0,Divergence
2025-10-22 15:38:00+02:00,2025-10-22 15:41:00+02:00,LONG,33.25,3.0,Divergence
2025-10-22 15:43:00+02:00,2025-10-22 15:44:00+02:00,SHORT,-19.0,1.0,Divergence
2025-10-22 15:47:00+02:00,2025-10-22 15:49:00+02:00,SHORT,11.5,2.0,Divergence
2025-10-22 15:51:00+02:00,2025-10-22 15:52:00+02:00,LONG,17.0,1.0,Divergence
2025-10-22 15:54:00+02:00,2025-10-22 15:55:00+02:00,LONG,8.5,1.0,Divergence
2025-10-22 15:58:00+02:00,2025-10-22 15:58:00+02:00,LONG,0.0,0.0,Divergence
2025-10-22 16:00:00+02:00,2025-10-22 16:00:00+02:00,SHORT,-0.0,0.0,Divergence
2025-10-22 16:03:00+02:00,2025-10-22 16:03:00+02:00,SHORT,-0.0,0.0,Divergence
2025-10-22 16:05:00+02:00,2025-10-22 16:05:00+02:00,SHORT,-0.0,0.0,Divergence
2025-10-22 16:07:00+02:00,2025-10-22 16:08:00+02:00,SHORT,-6.75,1.0,Divergence
2025-10-22 16:10:00+02:00,2025-10-22 16:10:00+02:00,SHORT,-0.0,0.0,Divergence
2025-10-22 16:12:00+02:00,2025-10-22 16:12:00+02:00,SHORT,-0.0,0.0,Divergence
2025-10-22 16:14:00+02:00,2025-10-22 16:14:00+02:00,SHORT,-0.0,0.0,Divergence
2025-10-22 16:18:00+02:00,2025-10-22 16:18:00+02:00,LONG,0.0,0.0,Divergence
2025-10-22 16:20:00+02:00,2025-10-22 16:24:00+02:00,LONG,-43.75,4.0,Divergence
2025-10-22 16:26:00+02:00,2025-10-22 16:28:00+02:00,LONG,-51.75,2.0,Divergence
2025-10-22 16:30:00+02:00,2025-10-22 16:44:00+02:00,SHORT,43.75,14.0,Divergence
2025-10-22 16:48:00+02:00,2025-10-22 16:53:00+02:00,LONG,58.5,5.0,Divergence
2025-10-22 16:55:00+02:00,2025-10-22 16:55:00+02:00,LONG,0.0,0.0,Divergence
2025-10-22 16:57:00+02:00,2025-10-22 17:00:00+02:00,LONG,24.75,3.0,Divergence
2025-10-22 17:02:00+02:00,2025-10-22 17:04:00+02:00,LONG,-9.0,2.0,Divergence
2025-10-22 17:06:00+02:00,2025-10-22 17:08:00+02:00,LONG,-18.5,2.0,Divergence
