timestamp,BTC_open,BTC_high,BTC_low,BTC_close,BTC_volume,NQ_open,NQ_high,NQ_low,NQ_close,NQ_volume,BTC_return,NQ_return,BTC_vol,NQ_vol,BTC_dir,NQ_dir,agreement,divergence,Hour,Minute
2025-12-01 01:12:00+01:00,89202.1,89239.5,88925.1,88925.4,581.52,25408.5,25409.5,25404.0,25406.0,123,-0.0031056448622486243,-9.839711114167926e-05,0.001023102533371583,0.00023067418151510543,-1.0,-1.0,1,0,1,12
2025-12-01 01:13:00+01:00,88925.4,89045.6,88819.8,88947.0,861.945,25406.0,25406.25,25402.0,25403.5,144,0.00024287073324735786,-9.840679408412711e-05,0.0010218746945899126,0.00022992641661434326,1.0,-1.0,0,1,1,13
2025-12-01 01:14:00+01:00,88947.1,89074.8,88866.1,88887.7,397.892,25406.0,25417.75,25404.0,25415.0,194,-0.0006669114880057947,0.0004525910916814979,0.0010215856794622417,0.00023706269925025293,-1.0,1.0,0,1,1,14
2025-12-01 01:15:00+01:00,88887.8,89014.0,88811.1,88930.7,502.184,25414.5,25425.5,25412.75,25420.5,285,0.0004836394978049441,0.0002163842205327171,0.0010235745703906108,0.00023902630213638623,1.0,1.0,1,0,1,15
2025-12-01 01:16:00+01:00,88930.7,89056.2,88875.0,88939.7,429.972,25419.5,25423.75,25416.25,25421.25,144,0.00010119727630453212,2.9503311749223826e-05,0.0010203108503732392,0.00023799742461000584,1.0,1.0,1,0,1,16
2025-12-01 01:17:00+01:00,88939.7,88939.8,88736.1,88754.2,843.285,25421.5,25425.5,25418.25,25419.5,118,-0.0020878608369265805,-6.88424148211908e-05,0.0010416325491308383,0.00023738943730905836,-1.0,-1.0,1,0,1,17
2025-12-01 01:18:00+01:00,88754.1,88880.8,88610.0,88761.9,1117.305,25420.0,25422.25,25412.5,25412.5,137,8.67526945995678e-05,-0.0002754170618608498,0.0010432612850890832,0.0002374313252353651,1.0,-1.0,0,1,1,18
2025-12-01 01:19:00+01:00,88761.8,88761.8,88591.0,88673.4,608.332,25413.5,25413.5,25403.0,25406.0,275,-0.0009975467941139016,-0.00025581235319727114,0.001046191444711418,0.00023589983530017834,-1.0,-1.0,1,0,1,19
2025-12-01 01:20:00+01:00,88673.5,88818.5,88652.5,88669.6,306.103,25406.0,25409.75,25396.5,25396.5,573,-4.285480679477871e-05,-0.00037399734700827025,0.0010455271264082574,0.00023831357033583887,-1.0,-1.0,1,0,1,20
2025-12-01 01:21:00+01:00,88669.7,88669.7,88425.5,88521.2,1305.071,25397.0,25398.25,25381.25,25389.25,608,-0.0016750309236979177,-0.0002855131626198215,0.0010571628858118633,0.00023922871252157066,-1.0,-1.0,1,0,1,21
2025-12-01 01:22:00+01:00,88521.2,88576.9,88457.4,88556.7,517.641,25390.5,25395.25,25379.0,25382.25,274,0.00040095348403745845,-0.000275745252528381,0.001061284131208603,0.00024046397150599805,1.0,-1.0,0,1,1,22
2025-12-01 01:23:00+01:00,88556.7,88556.7,88400.0,88400.0,508.739,25382.75,25388.25,25375.0,25386.25,335,-0.001771055189877302,0.0001575780260711923,0.001075379369992243,0.00024238265797790374,-1.0,1.0,0,1,1,23
2025-12-01 01:24:00+01:00,88400.1,88546.0,88374.0,88503.7,588.744,25385.0,25391.25,25380.5,25384.5,338,0.001172389405965646,-6.893733107027344e-05,0.0010877575511391326,0.00023788395663497893,1.0,-1.0,0,1,1,24
2025-12-01 01:25:00+01:00,88503.8,88656.6,88492.9,88580.5,456.64,25382.25,25382.75,25357.0,25369.0,724,0.0008673840445965197,-0.0006107953335980909,0.0010935504658881453,0.00024704324374248953,1.0,-1.0,0,1,1,25
2025-12-01 01:26:00+01:00,88580.5,88591.8,88431.0,88446.9,291.48,25369.5,25384.25,25369.5,25380.25,281,-0.001509371152307537,0.0004433563130206153,0.0011028452151798955,0.00025446320541722264,-1.0,1.0,0,1,1,26
2025-12-01 01:27:00+01:00,88446.8,88446.8,88337.0,88362.5,499.386,25377.75,25383.25,25369.5,25381.5,222,-0.0009547004447796326,4.9249681119079014e-05,0.0011050401578882436,0.00025502418039342477,-1.0,1.0,0,1,1,27
2025-12-01 01:28:00+01:00,88362.5,88411.4,88320.0,88335.3,255.367,25381.5,25389.0,25380.75,25383.0,185,-0.00030787027585787996,5.9096415819581694e-05,0.0011039540253081521,0.0002553334304027981,-1.0,1.0,0,1,1,28
2025-12-01 01:29:00+01:00,88335.3,88370.9,88312.5,88338.3,246.974,25384.0,25392.25,25382.5,25391.0,177,3.396093134711009e-05,0.0003151219153973983,0.0011045146447384055,0.00026027706411670717,1.0,1.0,1,0,1,29
2025-12-01 01:30:00+01:00,88338.3,88338.4,88181.2,88250.4,1075.791,25389.75,25396.0,25384.75,25391.25,226,-0.0009955337715243928,9.84595995667803e-06,0.0011056846808258061,0.00025069110843011557,-1.0,1.0,0,1,1,30
2025-12-01 01:31:00+01:00,88250.5,88408.8,88174.0,88280.9,456.137,25388.0,25391.25,25380.5,25385.75,171,0.0003455477901486148,-0.00021663351602185799,0.0011077892545815887,0.00024949858858570726,1.0,-1.0,0,1,1,31
2025-12-01 01:32:00+01:00,88280.8,88280.9,88011.1,88063.1,1389.964,25386.0,25389.0,25380.0,25382.5,141,-0.002470173192701708,-0.00012803277656558976,0.001138150464055398,0.0002496472490017864,-1.0,-1.0,1,0,1,32
2025-12-01 01:33:00+01:00,88063.0,88063.0,87750.0,87911.2,1822.218,25383.0,25383.25,25376.0,25383.25,164,-0.001726388884366159,2.954748034156296e-05,0.001148916286658178,0.0002489602554371505,-1.0,1.0,0,1,1,33
2025-12-01 01:34:00+01:00,87911.3,87996.3,87800.8,87923.2,514.493,25382.25,25384.75,25379.0,25382.25,88,0.00013649206319854557,-3.9396834470295516e-05,0.0011494948415699524,0.00024020192766453636,1.0,0.0,0,0,1,34
2025-12-01 01:35:00+01:00,87923.2,87939.5,87575.8,87768.8,853.373,25383.25,25386.25,25378.25,25386.25,100,-0.0017576217442822895,0.0001575780260711923,0.0011596398682574287,0.00023902255781691273,-1.0,1.0,0,1,1,35
2025-12-01 01:36:00+01:00,87768.8,87987.3,87754.1,87908.8,695.014,25384.0,25387.75,25375.75,25376.75,173,0.0015938290326911186,-0.0003742883640018846,0.001188744409300107,0.00023949870355057356,1.0,-1.0,0,1,1,36
2025-12-01 01:37:00+01:00,87908.8,88062.0,87833.1,87911.2,631.283,25376.75,25383.25,25372.75,25375.25,192,2.730064839262525e-05,-5.9110971013964786e-05,0.0011904623098008286,0.00023949863324707957,1.0,-1.0,0,1,1,37
2025-12-01 01:38:00+01:00,87911.1,87990.9,87666.2,87681.5,563.578,25376.0,25378.0,25361.5,25367.25,338,-0.0026162833765130955,-0.0003153175372236916,0.00121259182835704,0.00024136125783137387,-1.0,-1.0,1,0,1,38
2025-12-01 01:39:00+01:00,87681.4,87849.1,87655.0,87829.7,368.256,25368.0,25374.75,25361.75,25372.75,223,0.0016887815161883424,0.00021679148685649352,0.0012433533526194141,0.00024010429515793639,1.0,1.0,1,0,1,39
2025-12-01 01:40:00+01:00,87829.7,87886.4,87707.6,87825.3,345.632,25372.25,25375.5,25364.75,25365.0,235,-5.009820387691377e-05,-0.00030549246114652817,0.0012402950966583241,0.00023853438065220582,-1.0,-1.0,1,0,1,40
2025-12-01 01:41:00+01:00,87825.4,88140.2,87784.3,88112.5,825.62,25366.25,25368.25,25360.5,25367.0,196,0.003264793070078653,7.884569900795668e-05,0.0013317456846024189,0.00023216016628294778,1.0,1.0,1,0,1,41
2025-12-01 01:42:00+01:00,88112.5,88164.8,87927.8,87941.6,688.776,25367.0,25372.5,25353.5,25355.5,401,-0.0019414492895091229,-0.00045344768877875197,0.0013252926488387404,0.00023707949768723434,-1.0,-1.0,1,0,1,42
2025-12-01 01:43:00+01:00,87941.6,87952.4,87720.3,87753.3,382.121,25357.75,25358.0,25345.75,25352.25,436,-0.0021434893340224193,-0.00012818553394566834,0.0013419559735657618,0.00023443393957882266,-1.0,-1.0,1,0,1,43
2025-12-01 01:44:00+01:00,87753.3,87770.1,87655.0,87712.4,335.711,25352.25,25353.25,25336.0,25346.25,472,-0.0004661879870635488,-0.00023669339440068882,0.0013381515598417833,0.00023525787690742333,-1.0,-1.0,1,0,1,44
2025-12-01 01:45:00+01:00,87712.4,87747.9,87569.8,87605.3,633.664,25346.5,25347.0,25325.0,25329.5,461,-0.0012217820941380353,-0.0006610657211769677,0.001334601568254401,0.00023486755923336517,-1.0,-1.0,1,0,1,45
2025-12-01 01:46:00+01:00,87605.2,87654.0,87512.3,87539.2,351.31,25328.75,25332.75,25322.5,25332.0,290,-0.0007548053537309585,9.869427482378512e-05,0.0013313815858833988,0.00023598051160087096,-1.0,1.0,0,1,1,46
2025-12-01 01:47:00+01:00,87539.4,87585.0,87400.0,87536.1,885.005,25331.0,25331.25,25320.5,25328.25,329,-3.5413333581146844e-05,-0.0001480450651865084,0.0013318745334108555,0.00023576254549449976,-1.0,-1.0,1,0,1,47
2025-12-01 01:48:00+01:00,87536.2,87536.2,87397.0,87416.0,489.113,25327.5,25332.75,25317.75,25324.75,282,-0.0013729474395045571,-0.0001381951712868812,0.0013313502680897735,0.00023500726208666693,-1.0,-1.0,1,0,1,48
2025-12-01 01:49:00+01:00,87416.0,87588.6,87388.0,87405.3,585.784,25325.0,25336.75,25322.5,25335.5,172,-0.0001224107132653529,0.0004243958591345631,0.0013294784462093941,0.00024369846869030348,-1.0,1.0,0,1,1,49
2025-12-01 01:50:00+01:00,87405.3,87460.4,87387.9,87428.8,237.806,25335.0,25343.5,25327.75,25331.5,386,0.0002688262774999117,-0.0001578936983968049,0.0013297573368622666,0.00024008915338916947,1.0,-1.0,0,1,1,50
2025-12-01 01:51:00+01:00,87428.7,87428.7,87212.0,87306.0,861.837,25330.0,25331.25,25319.25,25322.75,247,-0.0014055588264820784,-0.0003454794054604804,0.001333925067514773,0.0002411104955177545,-1.0,-1.0,1,0,1,51
2025-12-01 01:52:00+01:00,87305.9,87460.1,87275.7,87368.4,460.43,25323.25,25333.0,25320.0,25320.25,302,0.0007144722140672854,-9.87303280624019e-05,0.001344661303565652,0.00024072011720604325,1.0,-1.0,0,1,1,52
2025-12-01 01:53:00+01:00,87368.4,87371.8,87159.1,87186.0,701.052,25320.25,25325.25,25311.25,25323.0,504,-0.002089893653650421,0.00010860282476876648,0.001356979166596332,0.00024072445942346468,-1.0,1.0,0,1,1,53
2025-12-01 01:54:00+01:00,87186.0,87186.1,87114.7,87115.3,500.047,25322.25,25329.25,25313.5,25324.0,515,-0.0008112389738617054,3.94890121864222e-05,0.0013564484128328004,0.00023546684189821064,-1.0,1.0,0,1,1,54
2025-12-01 01:55:00+01:00,87115.3,87115.3,87019.9,87031.2,645.659,25323.5,25330.0,25313.5,25313.5,379,-0.0009658535375436372,-0.0004147124226303589,0.0013488008771427205,0.00023474478472886755,-1.0,-1.0,1,0,1,55
2025-12-01 01:56:00+01:00,87031.1,87062.1,86939.6,87038.2,942.12,25314.0,25322.0,25305.25,25319.5,349,8.042769152716289e-05,0.0002369995863595875,0.0013516790419012914,0.00023875166064366013,1.0,1.0,1,0,1,56
2025-12-01 01:57:00+01:00,87038.3,87285.1,87032.7,87067.8,689.912,25321.5,25327.5,25315.25,25321.75,160,0.00034002274804123545,8.886036586730484e-05,0.0013543265202348486,0.00023991517630952177,1.0,1.0,1,0,1,57
2025-12-01 01:58:00+01:00,87067.7,87150.0,86990.0,87057.7,494.142,25320.0,25321.25,25309.5,25320.0,324,-0.00011600828151436815,-6.911293550082576e-05,0.0013558941154810382,0.00023992922387319524,-1.0,0.0,0,0,1,58
2025-12-01 01:59:00+01:00,87057.8,87089.5,86966.0,86970.7,269.948,25320.25,25329.5,25320.0,25321.0,200,-0.0009998368915375977,3.9493690888292576e-05,0.0013540480368732812,0.000239620985198063,-1.0,1.0,0,1,1,59
2025-12-01 02:00:00+01:00,86970.6,87107.2,86900.0,87004.8,822.52,25320.75,25329.25,25291.25,25301.75,954,0.00039200922470961075,-0.0007605276650455295,0.0013507649666450433,0.00025429464673085373,1.0,-1.0,0,1,2,0
2025-12-01 02:01:00+01:00,87004.8,87194.1,86997.5,87162.7,428.71,25302.25,25319.5,25302.25,25316.25,617,0.001813197562810842,0.0005729187402341296,0.0013839631844701564,0.00026899686575559614,1.0,1.0,1,0,2,1
2025-12-01 02:02:00+01:00,87162.7,87405.9,87162.7,87380.7,844.208,25316.0,25323.75,25313.0,25315.75,361,0.0024979473684521025,-1.9750355505721018e-05,0.0014377311689249717,0.00026357621394880855,1.0,-1.0,0,1,2,2
2025-12-01 02:03:00+01:00,87380.7,87559.9,87314.1,87333.7,1200.851,25316.5,25321.0,25311.5,25316.5,193,-0.0005380209202421327,2.962538698270123e-05,0.0014353552385063385,0.00026399461050705423,-1.0,0.0,0,0,2,3
2025-12-01 02:04:00+01:00,87333.7,87444.1,87326.7,87397.1,653.102,25315.75,25322.0,25312.25,25320.0,177,0.0007256877755086322,0.00013824020244612711,0.0013556076567994373,0.0002655518466143037,1.0,1.0,1,0,2,4
2025-12-01 02:05:00+01:00,87397.1,87450.0,87331.7,87363.1,325.459,25318.5,25324.0,25311.0,25320.0,298,-0.00038910461797492246,0.0,0.0013266451452326744,0.0002638332403472275,-1.0,1.0,0,1,2,5
2025-12-01 02:06:00+01:00,87363.0,87363.1,87226.3,87270.0,387.873,25319.25,25321.0,25309.0,25316.0,260,-0.0010662355397688117,-0.00015799036291674895,0.0013240609910890255,0.00026341776075716956,-1.0,-1.0,1,0,2,6
2025-12-01 02:07:00+01:00,87270.1,87529.5,87243.9,87500.6,421.566,25316.25,25317.75,25309.75,25312.0,117,0.0026388893076951803,-0.0001580153278144536,0.0013351762647582663,0.0002607417104268431,1.0,-1.0,0,1,2,7
2025-12-01 02:08:00+01:00,87500.5,87607.0,87500.5,87607.0,429.663,25312.25,25312.5,25300.0,25306.0,284,0.001215252942701639,-0.00023706981817284145,0.0013473271934176401,0.0002615175485317874,1.0,-1.0,0,1,2,8
2025-12-01 02:09:00+01:00,87606.9,87669.3,87352.8,87352.8,422.592,25306.0,25307.0,25293.0,25297.25,407,-0.0029058124079561765,-0.00034582759357171255,0.0013867859051151891,0.00026370996133057655,-1.0,-1.0,1,0,2,9
2025-12-01 02:10:00+01:00,87352.4,87352.4,87149.4,87268.4,286.881,25296.25,25299.25,25266.0,25293.75,1195,-0.000966663916777577,-0.00013836453146076622,0.0013863567899411683,0.00026351468105885505,-1.0,-1.0,1,0,2,10
2025-12-01 02:11:00+01:00,87268.4,87320.1,87212.9,87320.1,219.189,25293.0,25305.5,25291.75,25298.5,348,0.0005922497932129289,0.00018777579625073315,0.0013532527209464608,0.0002651882097740867,1.0,1.0,1,0,2,11
2025-12-01 02:12:00+01:00,87320.1,87429.0,87270.3,87429.0,249.554,25297.75,25300.25,25288.5,25296.0,203,0.0012463585116861964,-9.882497117352784e-05,0.0013195545232070633,0.00026518892888011423,1.0,-1.0,0,1,2,12
2025-12-01 02:13:00+01:00,87429.0,87527.3,87409.3,87444.9,219.634,25297.0,25311.5,25296.25,25304.75,302,0.00018184531875498067,0.000345844679662477,0.0013191659028233128,0.0002705949215168384,1.0,1.0,1,0,2,13
2025-12-01 02:14:00+01:00,87444.8,87444.9,87341.3,87372.5,208.234,25304.5,25305.5,25292.0,25301.25,178,-0.0008282928831935266,-0.0001383235191703136,0.0013201243240044947,0.0002620594109215224,-1.0,-1.0,1,0,2,14
2025-12-01 02:15:00+01:00,87372.5,87545.1,87355.0,87528.5,320.997,25299.75,25310.75,25294.75,25309.0,323,0.0017838667745557757,0.0003062620738116806,0.001343447569720224,0.00026400152905563994,1.0,1.0,1,0,2,15
2025-12-01 02:16:00+01:00,87528.5,87648.2,87487.2,87614.2,314.567,25307.75,25322.5,25304.75,25317.5,310,0.0009786306462071792,0.0003357925228826275,0.0013522467827893204,0.000268937473712554,1.0,1.0,1,0,2,16
2025-12-01 02:17:00+01:00,87614.2,87691.6,87554.0,87612.9,324.499,25317.0,25325.75,25315.5,25319.0,280,-1.4837887519547621e-05,5.9245800970941787e-05,0.0013308129812344303,0.0002694398701677265,-1.0,1.0,0,1,2,17
2025-12-01 02:18:00+01:00,87612.8,87700.0,87569.8,87690.7,210.193,25320.25,25324.75,25315.5,25320.5,163,0.0008876030510265309,5.924229111542445e-05,0.0013378952123494232,0.00026849400938418677,1.0,1.0,1,0,2,18
2025-12-01 02:19:00+01:00,87690.7,87713.9,87461.7,87494.8,361.34,25321.5,25322.0,25315.0,25317.25,104,-0.00223648739942206,-0.000128362733512688,0.0013597583252966349,0.00026742422388871783,-1.0,-1.0,1,0,2,19
2025-12-01 02:20:00+01:00,87494.8,87494.8,87336.8,87386.7,297.937,25316.25,25325.75,25312.5,25317.0,206,-0.0012362658573703555,-9.874738937654115e-06,0.001365793455979593,0.0002642518849351787,-1.0,1.0,0,1,2,20
2025-12-01 02:21:00+01:00,87386.7,87504.6,87347.2,87404.7,213.786,25316.25,25324.5,25312.75,25316.5,260,0.00020595979051130087,-1.9749770409305256e-05,0.0013538997145132632,0.0002624972697085407,1.0,1.0,1,0,2,21
2025-12-01 02:22:00+01:00,87404.7,87522.1,87404.7,87483.8,128.132,25316.75,25327.0,25316.0,25322.0,143,0.0009045764060378048,0.00021722602453166928,0.0013593117176020067,0.0002629570507868644,1.0,1.0,1,0,2,22
2025-12-01 02:23:00+01:00,87483.8,87522.4,87450.0,87454.7,72.116,25322.0,25323.5,25317.75,25318.0,107,-0.0003326883478287357,-0.0001579778834237544,0.001343786472939131,0.0002621006155946649,-1.0,-1.0,1,0,2,23
2025-12-01 02:24:00+01:00,87454.8,87491.8,87300.0,87300.0,187.897,25319.25,25320.0,25309.0,25311.75,228,-0.0017704821719863872,-0.0002468904164754093,0.0013473206440989484,0.0002633813096812047,-1.0,-1.0,1,0,2,24
2025-12-01 02:25:00+01:00,87300.0,87330.6,87206.0,87271.4,298.817,25311.75,25321.75,25311.0,25320.25,184,-0.00032765963102576734,0.0003357560467627252,0.0013396610518133629,0.00025736922768996386,-1.0,1.0,0,1,2,25
2025-12-01 02:26:00+01:00,87271.4,87319.4,87200.1,87317.3,276.929,25319.75,25323.0,25316.0,25317.75,153,0.0005258072378975243,-9.87400767016311e-05,0.0013329342343023703,0.00024980080429071476,1.0,-1.0,0,1,2,26
2025-12-01 02:27:00+01:00,87317.3,87375.1,87292.5,87292.6,138.317,25317.5,25322.75,25316.0,25318.0,107,-0.0002829163771895793,9.87444641431523e-06,0.0013294258070979746,0.00024961109091479154,-1.0,1.0,0,1,2,27
2025-12-01 02:28:00+01:00,87292.5,87360.3,87255.0,87295.7,128.743,25316.5,25322.5,25313.25,25314.5,131,3.5512116221880774e-05,-0.00013825112351106839,0.0013297059271905954,0.0002495599433833824,1.0,-1.0,0,1,2,28
2025-12-01 02:29:00+01:00,87295.7,87326.6,87227.8,87227.8,129.001,25314.75,25317.25,25309.0,25309.0,144,-0.0007781187453375082,-0.00021729038970619285,0.0013314438115890194,0.0002459764581562816,-1.0,-1.0,1,0,2,29
2025-12-01 02:30:00+01:00,87227.8,87243.4,87131.2,87168.0,289.978,25310.0,25313.0,25301.0,25307.25,261,-0.0006857963591304639,-6.914775396005268e-05,0.0013289479583970304,0.0002458407821199633,-1.0,-1.0,1,0,2,30
2025-12-01 02:31:00+01:00,87167.9,87344.7,87166.8,87272.1,165.238,25308.0,25313.75,25300.5,25312.25,297,0.0011935330506886999,0.00019755232731455408,0.0013393776837685718,0.0002470439173448384,1.0,1.0,1,0,2,31
2025-12-01 02:32:00+01:00,87272.2,87336.1,87226.2,87301.7,114.382,25311.75,25318.75,25310.0,25316.25,158,0.0003391115996063121,0.00015801376727786476,0.001307086040442422,0.0002482368337098828,1.0,1.0,1,0,2,32
2025-12-01 02:33:00+01:00,87301.8,87429.2,87301.8,87347.2,166.409,25315.5,25320.0,25312.75,25316.25,121,0.0005210453776633983,0.0,0.0012931198675030207,0.00024811862765736534,1.0,1.0,1,0,2,33
2025-12-01 02:34:00+01:00,87347.1,87429.3,87300.0,87330.4,103.581,25315.0,25318.25,25305.0,25305.0,154,-0.000192354372305914,-0.0004444773760106102,0.0012927660348091544,0.00025344385926134573,-1.0,-1.0,1,0,2,34
2025-12-01 02:35:00+01:00,87330.3,87431.6,87315.1,87431.6,74.011,25304.75,25313.75,25300.0,25302.5,192,0.0011581466372749816,-9.879958512293285e-05,0.001284663677302384,0.00025202837336200825,1.0,-1.0,0,1,2,35
2025-12-01 02:36:00+01:00,87431.5,87516.1,87423.3,87516.1,135.88,25302.5,25310.5,25301.5,25301.75,99,0.0009660030577265388,-2.964177910058652e-05,0.0012734380926913255,0.000248532968882124,1.0,-1.0,0,1,2,36
2025-12-01 02:37:00+01:00,87516.2,87528.0,87476.3,87512.4,119.571,25301.5,25305.25,25298.0,25304.5,159,-4.227882888407919e-05,0.00010868222809179429,0.0012733753861533218,0.0002493636892995952,-1.0,1.0,0,1,2,37
2025-12-01 02:38:00+01:00,87512.4,87572.4,87398.4,87412.9,128.323,25305.0,25319.25,25301.25,25302.75,261,-0.0011376285846704803,-6.916005120594093e-05,0.0012371682272655216,0.0002468791721298707,-1.0,-1.0,1,0,2,38
2025-12-01 02:39:00+01:00,87412.8,87465.8,87358.9,87390.7,79.222,25302.0,25305.0,25296.5,25301.0,182,-0.0002539993469170554,-6.916483464891598e-05,0.0012161028923818558,0.0002445391899359036,-1.0,-1.0,1,0,2,39
2025-12-01 02:40:00+01:00,87390.7,87390.7,87280.3,87351.1,117.383,25300.75,25315.5,25300.75,25315.5,161,-0.00045324015979986143,0.0005729357184574013,0.0012170284769325536,0.00025488959458545954,-1.0,1.0,0,1,2,40
2025-12-01 02:41:00+01:00,87351.1,87469.0,87351.0,87469.0,91.454,25315.0,25326.0,25313.75,25324.0,356,0.0013488153578986584,0.00033570631936719053,0.00115084212070296,0.00025891760558949977,1.0,1.0,1,0,2,41
2025-12-01 02:42:00+01:00,87468.9,87516.1,87451.2,87457.0,120.851,25323.75,25331.0,25322.5,25327.5,313,-0.0001372008737288155,0.00013819926381586356,0.001125799127913494,0.0002536636666702031,-1.0,1.0,0,1,2,42
2025-12-01 02:43:00+01:00,87457.0,87507.3,87415.8,87443.9,63.87,25328.25,25331.5,25323.25,25330.0,216,-0.00014979911509271915,9.870206788775704e-05,0.0010931749917992054,0.00025369069036069466,-1.0,1.0,0,1,2,43
2025-12-01 02:44:00+01:00,87443.8,87477.3,87380.1,87392.6,71.712,25330.5,25333.25,25327.75,25331.25,200,-0.0005868340017354257,4.9347380898012716e-05,0.0010940475182719504,0.0002521298564927291,-1.0,1.0,0,1,2,44
2025-12-01 02:45:00+01:00,87392.5,87429.3,87372.9,87373.0,66.259,25332.25,25335.75,25328.0,25334.5,206,-0.00022430043535059951,0.00012829179492968024,0.001083637031648787,0.000237759337245393,-1.0,1.0,0,1,2,45
2025-12-01 02:46:00+01:00,87372.9,87431.7,87305.0,87315.3,83.064,25334.5,25335.5,25328.5,25331.25,149,-0.0006606052276918462,-0.00012829179492968024,0.001082657913616093,0.00023802127685499337,-1.0,-1.0,1,0,2,46
2025-12-01 02:47:00+01:00,87315.2,87414.7,87284.5,87414.1,106.485,25330.5,25333.25,25328.5,25332.0,60,0.0011308916590984097,2.9607259701691646e-05,0.0010932093564998573,0.00023725842790890567,1.0,1.0,1,0,2,47
2025-12-01 02:48:00+01:00,87414.3,87426.1,87373.5,87391.8,96.167,25332.0,25335.5,25330.0,25334.25,80,-0.00025514013109351197,8.881651993242201e-05,0.0010792538876121906,0.00023678687526520605,-1.0,1.0,0,1,2,48
2025-12-01 02:49:00+01:00,87391.9,87391.9,87312.7,87312.7,57.242,25334.75,25340.25,25334.75,25337.0,248,-0.0009055291123587494,0.00010854281284444767,0.0010854203129337743,0.000230767664070911,-1.0,1.0,0,1,2,49
2025-12-01 02:50:00+01:00,87312.7,87325.2,87266.0,87302.1,86.728,25336.5,25342.5,25335.5,25342.5,237,-0.00012141009826116544,0.00021705028745699906,0.0010848435377764749,0.00023146792411108064,-1.0,1.0,0,1,2,50
2025-12-01 02:51:00+01:00,87302.1,87323.4,87250.0,87268.0,72.838,25342.5,25344.25,25331.5,25334.75,236,-0.0003906740092816108,-0.00030585716708841915,0.0010707606134663986,0.00023049907601421996,-1.0,-1.0,1,0,2,51
2025-12-01 02:52:00+01:00,87268.0,87282.9,87210.0,87218.9,92.495,25334.0,25334.0,25326.75,25327.25,181,-0.0005627929809737253,-0.00029607990425795094,0.0010688637196828012,0.00023343575119389538,-1.0,-1.0,1,0,2,52
